dataset,i,j,dv,drgb8
bfd_p-d65,892,962,2.05976,18
bfd_p-d65,892,886,1.32438,9
bfd_p-d65,892,818,1.8998,11
bfd_p-d65,892,822,1.26062,8
bfd_p-d65,892,737,2.46476,11
bfd_p-d65,892,767,1.11833,6
bfd_p-d65,892,692,2.46476,13
bfd_p-d65,892,754,1.1569,6
bfd_p-d65,892,676,2.65785,14
bfd_p-d65,892,1093,1.18715,6
bfd_p-d65,892,1174,2.19196,11
bfd_p-d65,892,1087,1.42634,6
bfd_p-d65,892,1134,2.01793,10
bfd_p-d65,892,1071,1.03838,5
bfd_p-d65,892,1078,1.75352,7
bfd_p-d65,892,1015,1.23888,4
bfd_p-d65,892,1020,1.51093,4
bfd_p-d65,892,919,1.32438,2
bfd_p-d65,892,847,2.05976,7
bfd_p-d65,892,844,1.41303,4
bfd_p-d65,892,778,1.87226,7
bfd_p-d65,892,803,1.18715,5
bfd_p-d65,892,721,2.44628,10
bfd_p-d65,892,756,1.34518,6
bfd_p-d65,892,704,2.39499,11
bfd_p-d65,892,744,1.42634,6
bfd_p-d65,892,699,2.48771,12
bfd_p-d65,892,682,2.54226,13
bfd_p-d65,892,750,1.18715,6
bfd_p-d65,408,401,1.16308,5
bfd_p-d65,408,388,1.30435,7
bfd_p-d65,408,400,1.23507,6
bfd_p-d65,408,410,1.23507,5
bfd_p-d65,408,413,1.19342,5
bfd_p-d65,408,418,1.37126,5
bfd_p-d65,408,409,1.07514,4
bfd_p-d65,408,430,1.26423,4
bfd_p-d65,408,411,1.29297,3
bfd_p-d65,408,424,1.27578,4
bfd_p-d65,408,426,1.20542,4
bfd_p-d65,408,427,1.22325,4
bfd_p-d65,408,420,1.20542,3
bfd_p-d65,408,431,1.14462,4
bfd_p-d65,408,437,1.45197,4
bfd_p-d65,408,422,1.22325,4
bfd_p-d65,408,435,1.36026,5
bfd_p-d65,408,432,1.19342,6
bfd_p-d65,408,441,1.22325,8
bfd_p-d65,408,425,1.02268,6
bfd_p-d65,408,416,1.12595,6
bfd_p-d65,408,483,1.49897,8
bfd_p-d65,408,305,1.19342,9
bfd_p-d65,408,484,1.39851,8
bfd_p-d65,408,490,1.40931,8
bfd_p-d65,408,482,1.34365,7
bfd_p-d65,408,480,1.4254,7
bfd_p-d65,408,473,1.40931,6
bfd_p-d65,408,454,1.38221,6
bfd_p-d65,408,433,1.34365,5
bfd_p-d65,408,403,1.18134,3
bfd_p-d65,408,360,1.25262,3
bfd_p-d65,408,335,1.52468,5
bfd_p-d65,408,323,1.22325,7
bfd_p-d65,408,314,1.22325,8
bfd_p-d65,408,304,1.37126,10
bfd_p-d65,408,306,1.47821,9
bfd_p-d65,408,478,1.27578,8
bfd_p-d65,408,466,1.04256,5
bfd_p-d65,408,456,0.890143,4
bfd_p-d65,408,419,0.751075,3
bfd_p-d65,408,325,0.726221,6
bfd_p-d65,408,324,0.911914,6
bfd_p-d65,408,321,0.96142,6
bfd_p-d65,408,434,1.22325,3
bfd_p-d65,408,449,1.4254,5
bfd_p-d65,408,461,1.44138,6
bfd_p-d65,408,470,1.39851,7
bfd_p-d65,408,477,1.30435,8
bfd_p-d65,408,488,1.36026,9
bfd_p-d65,408,476,1.23507,7
bfd_p-d65,408,464,1.22325,4
bfd_p-d65,408,455,1.31565,5
bfd_p-d65,408,440,1.47821,4
bfd_p-d65,408,428,1.12595,3
bfd_p-d65,408,405,1.27578,3
bfd_p-d65,408,390,1.19342,2
bfd_p-d65,408,423,0.860548,2
bfd_p-d65,408,436,0.940416,3
bfd_p-d65,408,468,1.08158,7
bfd_p-d65,408,459,0.911914,5
bfd_p-d65,408,471,1.3325,5
bfd_p-d65,408,446,0.479126,3
bfd_p-d65,408,438,0.982122,3
bfd_p-d65,408,412,1.3325,2
bfd_p-d65,408,386,1.34365,3
bfd_p-d65,408,367,1.12595,2
bfd_p-d65,1279,1148,1.35877,6
bfd_p-d65,1279,1471,1.82541,11
bfd_p-d65,1279,1264,1.0134,4
bfd_p-d65,1279,1364,0.560127,3
bfd_p-d65,1279,1409,0.983115,5
bfd_p-d65,1279,1200,0.560127,2
bfd_p-d65,1279,1171,1.45565,3
bfd_p-d65,1279,1356,1.17392,3
bfd_p-d65,1279,1175,1.35877,4
bfd_p-d65,1279,1242,1.39874,5
bfd_p-d65,1279,1333,0.719572,2
bfd_p-d65,1279,1144,1.00598,4
bfd_p-d65,1279,1185,1.35877,5
bfd_p-d65,1279,1010,1.68676,12
bfd_p-d65,1279,1361,0.764178,3
bfd_p-d65,1279,1258,0.272104,2
bfd_p-d65,1279,1321,1.05255,3
bfd_p-d65,1279,1417,1.1276,6
bfd_p-d65,1279,1346,0.534734,2
bfd_p-d65,1279,1150,1.45007,6
bfd_p-d65,1279,1249,0.619494,2
bfd_p-d65,1279,1456,1.68676,10
bfd_p-d65,1279,1329,1.51391,8
bfd_p-d65,1279,1229,1.47957,6
bfd_p-d65,1279,1338,0.399078,3
bfd_p-d65,1279,1423,1.68676,7
bfd_p-d65,1279,1085,1.82541,8
bfd_p-d65,1279,1110,1.55978,7
bfd_p-d65,1279,1192,0.849053,3
bfd_p-d65,1279,1380,0.866273,5
bfd_p-d65,1279,1344,0.580972,3
bfd_p-d65,1279,1365,0.874304,4
bfd_p-d65,1279,1158,1.68676,7
bfd_p-d65,1279,1076,1.68676,8
bfd_p-d65,1279,1342,1.17392,3
bfd_p-d65,1279,1113,1.47957,6
bfd_p-d65,1279,1160,0.874304,4
bfd_p-d65,1279,1142,1.03659,5
bfd_p-d65,1279,1325,1.51391,4
bfd_p-d65,1279,1271,1.47957,6
bfd_p-d65,1279,1146,1.00598,5
bfd_p-d65,1279,1079,1.68676,10
bfd_p-d65,1279,1322,0.444958,2
bfd_p-d65,1279,1194,1.42413,5
bfd_p-d65,1279,1420,1.39874,7
bfd_p-d65,1772,1732,0.487271,2
bfd_p-d65,1772,1814,0.883185,2
bfd_p-d65,1772,1804,0.883185,2
bfd_p-d65,1772,1817,0.500903,2
bfd_p-d65,1772,1820,0.690222,2
bfd_p-d65,1772,1788,0.690222,2
bfd_p-d65,1772,1722,0.80097,2
bfd_p-d65,1772,1815,0.590426,2
bfd_p-d65,1772,1808,0.445069,2
bfd_p-d65,1265,1288,0.427907,2
bfd_p-d65,1265,1324,0.61297,2
bfd_p-d65,1265,1347,0.842586,2
bfd_p-d65,2390,2380,0.432366,2
bfd_p-d65,2390,2404,0.299475,2
bfd_p-d65,2390,2422,0.293955,2
bfd_p-d65,2390,2420,0.176056,2
bfd_p-d65,2390,2410,0.538585,2
bfd_p-d65,944,1007,0.346816,3
bfd_p-d65,944,971,0.166806,2
bfd_p-d65,944,992,0.449269,2
bfd_p-d65,944,965,0.166806,3
bfd_p-d65,944,882,0.327533,2
bfd_p-d65,944,881,0.417813,3
bfd_p-d65,944,936,0.360601,3
bfd_p-d65,944,871,0.408495,2
bfd_p-d65,944,910,0.240572,3
bfd_p-d65,944,888,0.474254,2
bfd_p-d65,944,949,0.303803,3
bfd_p-d65,944,986,0.130661,2
bfd_p-d65,944,1030,0.408495,2
bfd_p-d65,944,930,0.34022,3
bfd_p-d65,944,865,0.391185,2
bfd_p-d65,944,967,0.321413,4
bfd_p-d65,944,934,0.346816,4
bfd_p-d65,944,887,0.488457,2
bfd_p-d65,944,876,0.346816,2
bfd_p-d65,944,952,0.186623,2
bfd_p-d65,944,913,0.438109,2
bfd_p-d65,944,824,0.758947,3
bfd_p-d65,944,939,0.758947,6
bfd_p-d65,944,1024,0.390535,2
bfd_p-d65,944,1072,0.97032,4
bfd_p-d65,944,983,0.172466,2
bfd_p-d65,944,997,0.758947,5
bfd_p-d65,944,1049,0.97032,2
bfd_p-d65,944,907,0.491683,3
bfd_p-d65,944,1045,0.670737,4
bfd_p-d65,944,841,0.670737,3
bfd_p-d65,944,1046,0.758947,2
bfd_p-d65,944,1032,0.521416,2
bfd_p-d65,944,1021,0.7241,3
bfd_p-d65,944,879,0.803404,5
bfd_p-d65,944,966,0.97032,3
bfd_p-d65,944,901,0.803404,3
bfd_p-d65,944,878,0.448772,3
bfd_p-d65,944,872,0.364287,2
bfd_p-d65,944,929,0.29684,2
bfd_p-d65,944,856,0.758947,6
bfd_p-d65,944,1005,0.582096,2
bfd_p-d65,944,925,0.185962,2
bfd_p-d65,944,906,0.568452,3
bfd_p-d65,944,979,0.433261,3
bfd_p-d65,944,1040,0.803404,2
bfd_p-d65,944,1026,0.59676,5
bfd_p-d65,944,874,0.521416,2
bfd_p-d65,944,866,0.612644,5
bfd_p-d65,944,976,0.333046,4
bfd_p-d65,944,935,0.433261,4
bfd_p-d65,944,938,0.242859,3
bfd_p-d65,944,1018,0.670737,7
bfd_p-d65,944,1019,0.433261,2
bfd_p-d65,944,895,0.482529,2
bfd_p-d65,944,1059,0.865414,6
bfd_p-d65,944,870,0.521416,2
bfd_p-d65,365,395,0.215195,2
bfd_p-d65,365,336,0.253049,2
bfd_p-d65,365,369,0.549378,2
bfd_p-m,137,159,1.45064,2
bfd_p-m,137,158,0.809873,2
bfd_p-m,137,131,0.733138,3
bfd_p-m,137,151,0.971163,3
bfd_p-m,137,102,1.31867,7
bfd_p-m,137,144,1.12072,2
bfd_p-m,137,187,1.67351,5
bfd_p-m,137,108,1.94086,9
bfd_p-m,137,177,2.07185,5
bfd_p-m,137,154,2.31134,9
bfd_p-m,137,122,1.02542,4
bfd_p-m,137,38,3.1955,36
bfd_p-m,137,51,2.26735,15
bfd_p-m,137,166,2.12903,8
bfd_p-m,137,60,1.60753,8
bfd_p-m,137,64,1.85728,8
bfd_p-m,137,110,0.932551,5
bfd_p-m,137,87,1.71848,6
bfd_p-m,137,118,1.65689,5
bfd_p-m,137,152,0.106549,2
bfd_p-m,137,62,2.35533,8
bfd_p-m,137,127,2.90225,11
bfd_p-m,137,26,2.92375,28
bfd_p-m,137,95,2.36413,15
bfd_p-m,137,173,2.43451,9
bfd_p-m,137,46,2.81867,12
bfd_p-m,137,31,3.06843,14
bfd_p-m,137,171,2.03568,7
bfd_p-m,137,41,2.94917,25
bfd_p-m,121,66,2.56587,7
bfd_p-m,121,88,2.04644,3
bfd_p-m,121,113,2.11069,4
bfd_p-m,121,133,2.38229,9
bfd_p-m,121,98,2.0567,2
bfd_p-m,121,138,1.9487,6
bfd_p-m,121,48,1.87635,11
bfd_p-m,121,50,1.473,14
bfd_p-m,121,53,1.85529,9
bfd_p-m,121,78,1.9865,5
bfd_p-m,121,115,2.30076,6
bfd_p-m,121,92,2.11663,7
bfd_p-m,121,101,2.4406,3
bfd_p-m,121,59,1.7419,11
bfd_p-m,121,160,2.36069,10
bfd_p-m,121,146,2.12689,5
bfd_p-m,121,189,2.69006,15
bfd_p-m,121,239,2.63985,13
bfd_p-m,121,186,2.38553,10
bfd_p-m,121,182,2.02538,7
bfd_p-m,121,196,2.46436,10
bfd_p-m,121,71,2.19222,4
bfd_p-m,121,100,3.57505,14
bfd_p-m,121,67,3.27052,10
bfd_p-m,121,107,2.82883,6
bfd_p-m,121,45,3.86879,14
bfd_p-m,121,29,3.65443,25
bfd_p-m,121,97,2.09179,12
bfd_p-m,121,77,1.71706,23
bfd_p-m,204,178,2.4946,5
bfd_p-m,204,145,0.913541,5
bfd_p-m,204,132,2.50604,6
bfd_p-m,204,211,4.43865,9
bfd_p-m,204,210,4.35474,7
bfd_p-m,204,194,1.95105,5
bfd_p-m,204,142,1.67705,6
bfd_p-m,204,199,4.06675,7
bfd_p-m,204,112,3.12842,8
bfd_p-m,204,104,2.80992,10
bfd_p-m,204,90,2.90083,10
bfd_p-m,204,93,3.13477,10
bfd_p-m,204,91,2.7953,10
bfd_p-m,204,124,2.37508,6
bfd_p-m,204,243,2.83916,9
bfd_p-m,204,202,1.33376,2
bfd_p-m,204,181,1.33376,3
bfd_p-m,204,109,2.81055,9
bfd_p-m,204,125,2.54164,8
bfd_p-m,204,103,2.28099,8
bfd_p-m,204,79,2.61348,10
bfd_p-m,204,84,2.39161,9
bfd_p-m,204,174,2.95677,6
bfd_p-m,204,126,1.94342,6
bfd_p-m,204,156,2.65226,6
bfd_p-m,204,119,2.71329,7
bfd_p-m,204,216,3.31723,6
bfd_p-m,204,207,2.94406,4
bfd_p-m,214,257,3.9059,27
bfd_p-m,214,192,1.12792,6
bfd_p-m,214,225,1.55351,4
bfd_p-m,214,140,3.71771,17
bfd_p-m,214,56,3.84563,42
bfd_p-m,214,106,3.51107,13
bfd_p-m,214,198,2.49508,10
bfd_p-m,214,191,2.36347,15
bfd_p-m,214,150,2.47909,22
bfd_p-m,214,123,1.76138,9
bfd_p-m,214,190,1.77921,14
bfd_p-m,214,172,1.88745,8
bfd_p-m,214,176,2.33702,9
bfd_p-m,214,185,2.31365,5
bfd_p-m,214,193,2.35424,5
bfd_p-m,214,206,1.58057,5
bfd_p-m,214,195,1.89729,7
bfd_p-m,214,155,1.27245,12
bfd_p-m,214,105,2.19557,16
bfd_p-m,214,161,1.61931,8
bfd_p-m,214,143,3.39852,13
bfd_p-m,214,168,3.26199,13
bfd_p-m,214,134,1.99139,7
bfd_p-m,214,149,1.22202,10
bfd_p-m,214,75,2.83518,14
bfd_p-m,214,89,3.4059,14
bfd_p-m,214,184,2.83948,26
bfd_p-m,214,238,2.85363,11
bfd_p-m,214,203,2.23862,10
bfd_p-m,404,380,1.62047,5
bfd_p-m,404,331,2.01144,11
bfd_p-m,404,410,0.792753,4
bfd_p-m,404,391,1.61856,5
bfd_p-m,404,351,1.67133,11
bfd_p-m,404,408,0.87349,3
bfd_p-m,404,413,1.4787,5
bfd_p-m,404,366,1.7794,7
bfd_p-m,404,374,2.56389,20
bfd_p-m,404,382,2.10553,13
bfd_p-m,404,384,2.74253,9
bfd_p-m,404,419,3.04196,22
bfd_p-m,404,412,2.89193,18
bfd_p-m,404,372,2.815,25
bfd_p-m,404,339,1.75715,9
bfd_p-m,404,341,2.64272,14
bfd_p-m,404,361,2.48951,11
bfd_p-m,404,362,3.17737,27
bfd_p-m,404,400,3.14749,13
bfd_p-m,404,334,3.11697,35
bfd_p-m,404,387,3.30006,21
bfd_p-m,404,405,2.72219,11
bfd_p-m,404,371,3.24857,14
bfd_p-m,404,336,3.32041,40
bfd_p-m,404,342,3.32613,42
bfd_p-m,404,321,3.60648,49
bfd_p-m,404,379,4.43865,25
bfd_p-m,393,416,1.74893,11
bfd_p-m,393,403,0.902244,9
bfd_p-m,393,345,2.16186,10
bfd_p-m,393,398,3.04594,17
bfd_p-m,393,385,0.700321,8
bfd_p-m,393,394,0.980769,7
bfd_p-m,393,389,2.42468,25
bfd_p-m,393,338,2.08494,10
bfd_p-m,393,386,2.02511,8
bfd_p-m,393,396,1.28419,11
bfd_p-m,393,420,1.94444,12
bfd_p-m,393,368,1.27511,12
bfd_p-m,393,424,2.27564,17
bfd_p-m,393,411,2.38782,13
bfd_p-m,393,364,2.50107,25
bfd_p-m,393,415,2.03045,15
bfd_p-m,393,414,1.79968,12
bfd_p-m,393,422,2.25588,15
bfd_p-m,393,402,1.48611,8
bfd_p-m,393,375,2.06838,8
bfd_p-m,393,418,2.80769,19
bfd_p-m,450,429,1.97329,18
bfd_p-m,450,434,1.89373,16
bfd_p-m,450,444,0.68583,8
bfd_p-m,450,466,2.15331,10
bfd_p-m,450,426,2.47445,28
bfd_p-m,450,430,1.96167,14
bfd_p-m,450,436,2.41463,25
bfd_p-m,450,437,2.63124,19
bfd_p-m,450,442,1.48026,11
bfd_p-m,450,472,3.0302,20
bfd_p-m,450,441,3.53368,30
bfd_p-m,450,459,1.91405,17
bfd_p-m,450,439,1.65389,26
bfd_p-m,450,443,1.04065,14
bfd_p-m,450,421,3.91173,21
bfd_p-m,450,423,3.69454,16
bfd_p-m,450,427,2.0993,8
bfd_p-m,450,435,2.19164,9
bfd_p-m,450,425,2.89431,11
bfd_p-m,450,463,2.53426,23
bfd_p-m,450,448,0.990708,7
bfd_p-m,450,428,2.64925,14
bfd_p-m,450,432,1.86063,22
bfd_p-m,450,431,1.97735,32
bfd_p-m,450,438,1.60221,18
bfd_p-m,450,445,1.58072,10
bfd_p-m,450,454,2.08827,14
bfd_p-m,450,446,2.67305,15
bfd_p-m,470,461,1.34604,6
bfd_p-m,470,474,3.1305,7
bfd_p-m,470,476,2.011,12
bfd_p-m,470,479,1.90029,5
bfd_p-m,470,481,1.36877,6
bfd_p-m,470,480,1.62243,10
bfd_p-m,470,478,4.06378,14
bfd_p-m,470,471,3.4934,10
bfd_p-m,470,465,4.06378,13
bfd_p-m,470,460,4.06378,14
bfd_p-m,470,440,3.93842,10
bfd_p-m,470,477,2.71554,6
bfd_p-m,470,475,2.18109,6
bfd_p-m,470,457,3.67742,7
bfd_p-m,470,449,3.54472,9
bfd_p-m,470,456,4.44868,15
bfd_p-m,470,417,5.2346,28
bfd_p-m,470,458,2.3629,4
bfd_p-m,470,469,2.57331,14
bfd_p-m,470,451,3.55205,9
bfd_p-m,470,447,3.10411,7
bfd_p-m,470,462,2.60191,7
bfd_p-m,470,453,2.65176,12
bfd_p-m,470,467,2.54472,6
bfd_p-m,470,452,2.00733,4
bfd_p-m,470,473,2.18109,4
bfd_p-m,470,468,2.99413,9
bfd_p-m,470,433,2.10191,15
bfd_p-m,369,328,1.528,10
bfd_p-m,369,356,1.208,8
bfd_p-m,369,346,1.38362,6
bfd_p-m,369,359,1.48838,3
bfd_p-m,369,383,1.15657,6
bfd_p-m,369,409,2.10286,22
bfd_p-m,369,353,0.822095,5
bfd_p-m,369,343,1.01676,6
bfd_p-m,369,376,0.595429,5
bfd_p-m,369,329,1.38667,19
bfd_p-m,369,344,1.17029,9
bfd_p-m,369,363,1.5181,10
bfd_p-m,369,381,1.8,14
bfd_p-m,369,397,2.16305,21
bfd_p-m,369,388,1.08305,3
bfd_p-m,369,367,1.62095,8
bfd_p-m,369,373,1.57181,9
bfd_p-m,369,377,1.42286,9
bfd_p-m,369,401,1.60648,13
bfd_p-m,369,399,2.25257,17
bfd_p-m,369,395,2.42171,18
bfd_p-m,369,406,2.37105,19
bfd_p-m,369,360,0.133333,2
bfd_p-m,369,390,0.737905,3
bfd_p-m,369,357,1.36876,7
bfd_p-m,369,370,1.432,8
bfd_p-m,369,347,0.972952,6
bfd_p-m,369,378,1.48533,9
bfd_p-m,369,350,1.42971,13
bfd_p-m,369,358,1.23657,9
bfd_p-m,82,96,2.30006,13
bfd_p-m,82,70,1.00318,5
bfd_p-m,82,169,1.78703,19
bfd_p-m,82,61,2.06993,11
bfd_p-m,82,164,1.88938,19
bfd_p-m,82,52,2.64971,11
bfd_p-m,82,179,1.87985,30
bfd_p-m,82,236,4.04132,60
bfd_p-m,82,80,4.43865,25
bfd_p-m,82,69,2.0,2
bfd_p-m,82,85,1.43039,2
bfd_p-m,82,86,1.80737,12
bfd_p-m,82,63,2.25683,2
bfd_p-m,82,65,2.59313,23
bfd_p-m,82,139,3.56707,38
bfd_p-m,82,49,2.30451,5
bfd_p-m,82,55,2.63636,4
bfd_p-m,82,130,0.708837,10
bfd_p-m,82,74,0.359186,3
bfd_p-m,501,497,0.846612,2
bfd_p-m,501,506,1.88997,3
bfd_p-m,501,489,1.87425,3
bfd_p-m,501,483,2.57453,4
bfd_p-m,501,486,1.33767,2
bfd_p-m,501,500,3.5458,4
bfd_p-m,501,487,2.49919,2
bfd_p-m,501,505,2.16585,2
bfd_p-m,501,493,3.22222,6
bfd_p-m,501,491,1.17669,2
bfd_p-m,501,482,2.56423,3
bfd_p-m,501,503,2.64444,3
bfd_p-m,501,504,1.71165,2
bfd_p-m,501,484,0.528997,2
bfd_p-m,501,488,1.02168,2
bfd_p-m,501,490,0.889431,2
bfd_p-m,501,495,1.05474,2
bfd_p-m,501,496,1.71328,4
bfd_p-m,501,499,3.27642,4
bfd_p-m,501,485,1.12141,2
bfd_p-m,507,515,0.698816,2
bfd_p-m,507,521,3.52876,11
bfd_p-m,507,527,3.00338,10
bfd_p-m,507,511,4.19882,12
bfd_p-m,507,532,3.85195,13
bfd_p-m,507,514,3.87648,7
bfd_p-m,507,533,2.93993,9
bfd_p-m,507,520,4.17428,13
bfd_p-m,507,525,4.55161,17
bfd_p-m,507,517,4.10491,11
bfd_p-m,507,516,4.71066,14
bfd_p-m,507,512,4.65651,13
bfd_p-m,507,530,3.96193,14
bfd_p-m,507,518,4.50677,12
bfd_p-m,507,522,2.51184,6
bfd_p-m,507,534,4.18782,14
bfd_p-m,507,523,4.74196,12
bfd_p-m,507,513,4.34518,15
bfd_p-m,507,509,1.19882,2
bfd_p-m,507,492,2.43486,3
bfd_p-m,507,494,1.41709,3
bfd_p-m,507,510,1.48308,2
bfd_p-m,507,524,4.21658,11
bfd_p-m,507,529,3.09222,11
bfd_p-m,507,535,2.70135,11
bfd_p-m,507,519,2.99831,7
bfd_p-m,507,528,3.03299,8
bfd_p-m,507,526,2.61844,7
bfd_p-m,507,531,2.91794,8
bfd_p-m,276,220,4.65591,10
bfd_p-m,276,188,5.14409,13
bfd_p-m,276,228,4.20323,8
bfd_p-m,276,235,4.13333,10
bfd_p-m,276,217,5.5172,12
bfd_p-m,276,231,5.68495,10
bfd_p-m,276,219,4.5914,13
bfd_p-m,276,255,1.48602,4
bfd_p-m,276,244,4.45376,8
bfd_p-m,276,242,4.07527,7
bfd_p-m,276,246,4.94946,6
bfd_p-m,276,227,6.70968,12
bfd_p-m,276,258,5.26882,5
bfd_p-m,276,129,5.52473,19
bfd_p-m,276,260,5.47957,5
bfd_p-m,276,237,4.99462,9
bfd_p-m,276,254,5.14301,5
bfd_p-m,276,251,5.48065,7
bfd_p-m,276,253,5.20108,7
bfd_p-m,276,223,4.19247,11
bfd_p-m,276,148,6.52366,19
bfd_p-m,276,183,5.62366,13
bfd_p-m,276,205,5.90215,13
bfd_p-m,276,250,3.85699,6
bfd_p-m,276,245,5.72796,7
bfd_p-m,276,264,2.96774,3
bfd_p-m,276,249,3.96559,6
bfd_p-m,276,230,5.18925,10
bfd_p-m,276,279,1.86667,2
leeds,183,189,1.25739,2
leeds,170,146,1.154936,3
leeds,152,142,1.21082,2
leeds,161,136,1.527496,2
leeds,387,391,1.005912,4
leeds,388,389,0.74512,2
leeds,377,390,0.69855,4
leeds,379,386,0.679922,3
leeds,393,392,0.521584,2
leeds,226,234,0.856888,4
leeds,233,252,1.126994,2
leeds,237,241,0.987284,3
leeds,235,230,0.763748,2
leeds,281,239,0.717178,2
leeds,394,395,0.88483,4
leeds,408,410,1.005912,4
leeds,412,415,0.707864,4
leeds,396,401,0.959342,3
leeds,403,402,0.801004,2
leeds,437,436,0.903458,4
leeds,434,433,0.735806,3
leeds,435,432,1.126994,5
leeds,446,448,1.173564,3
leeds,452,458,0.735806,4
leeds,454,466,0.9314,6
leeds,460,464,0.549526,4
leeds,461,457,0.950028,2
leeds,375,376,1.089738,2
leeds,380,384,0.987284,2
leeds,381,385,0.754434,4
leeds,383,382,0.83826,4
leeds,369,367,1.061796,2
leeds,289,320,0.79169,6
leeds,316,326,1.11768,4
leeds,315,325,0.642666,2
leeds,318,317,0.707864,2
leeds,308,285,0.642666,4
leeds,120,127,0.83826,10
leeds,115,124,1.266704,11
leeds,117,113,0.847574,3
leeds,119,112,0.959342,3
leeds,125,116,0.875516,11
leeds,137,145,0.875516,4
leeds,130,154,1.201506,6
leeds,129,158,1.25739,6
leeds,132,144,1.173564,4
leeds,135,128,1.182878,2
leeds,345,350,0.996598,10
leeds,358,359,1.238762,11
leeds,341,347,1.061796,14
leeds,349,342,0.847574,8
leeds,348,344,1.07111,3
leeds,30,37,1.015226,9
leeds,38,51,0.959342,20
leeds,48,41,0.689236,8
leeds,14,15,0.735806,4
leeds,39,33,0.940714,7
leeds,180,202,1.126994,3
leeds,141,181,1.276018,5
leeds,155,187,1.052482,4
leeds,186,192,0.624038,2
leeds,198,182,0.79169,2
leeds,133,162,1.145622,3
leeds,157,175,0.847574,2
leeds,200,167,0.83826,4
leeds,203,153,0.940714,3
leeds,111,110,0.661294,2
leeds,340,351,0.856888,3
leeds,343,346,0.65198,2
leeds,354,352,0.661294,2
leeds,355,353,0.950028,2
leeds,310,332,1.145622,3
leeds,236,309,1.359844,4
leeds,450,459,0.819632,3
leeds,443,463,1.061796,6
leeds,442,467,1.508868,7
leeds,109,126,0.97797,4
leeds,104,108,1.369158,5
leeds,61,80,1.07111,3
leeds,46,83,1.35053,5
leeds,468,473,1.02454,6
leeds,471,478,0.959342,5
leeds,420,425,1.108366,5
leeds,419,427,1.201506,6
leeds,397,404,1.276018,4
leeds,407,416,1.238762,5
leeds,364,371,1.052482,4
leeds,360,370,1.294646,5
leeds,286,328,1.480926,4
leeds,134,224,1.499554,4
leeds,90,97,1.11768,3
leeds,91,99,1.49024,4
leeds,7,11,0.810318,3
leeds,0,8,1.126994,4
leeds,361,366,0.65198,2
leeds,368,374,0.894144,3
leeds,365,373,1.201506,4
leeds,362,372,1.378472,5
leeds,363,378,1.76966,7
leeds,335,339,0.55884,2
leeds,243,292,0.83826,2
leeds,240,302,1.229448,2
leeds,251,327,1.341216,5
leeds,301,338,1.555438,6
leeds,451,453,0.502956,2
leeds,449,456,0.633352,3
leeds,445,455,0.707864,4
leeds,447,462,0.83826,6
leeds,444,465,1.061796,6
leeds,106,114,0.819632,3
leeds,122,140,1.266704,3
leeds,105,123,1.49024,5
leeds,118,190,1.685834,6
leeds,121,217,1.788288,7
leeds,50,79,0.69855,3
leeds,69,82,0.847574,3
leeds,78,88,0.940714,3
leeds,68,87,1.099052,4
leeds,43,81,1.285332,5
leeds,474,479,0.717178,4
leeds,469,475,0.79169,5
leeds,472,480,0.959342,6
leeds,470,476,1.21082,8
leeds,418,421,0.530898,2
leeds,429,430,0.65198,2
leeds,423,426,0.903458,5
leeds,422,428,1.043168,6
leeds,424,431,1.30396,6
leeds,400,405,0.79169,3
leeds,406,414,0.940714,3
leeds,411,417,1.16425,5
leeds,398,409,1.266704,6
leeds,399,413,1.53681,7
leeds,147,212,0.801004,2
leeds,305,333,1.35053,4
leeds,143,225,1.53681,5
leeds,107,191,1.81623,7
leeds,98,101,0.670608,3
leeds,92,96,0.88483,2
leeds,94,100,1.11768,3
leeds,95,103,1.508868,5
leeds,93,102,1.713776,5
leeds,2,5,0.726492,3
leeds,1,6,1.285332,4
leeds,4,9,1.471612,4
leeds,3,12,1.67652,6
leeds,10,13,1.853486,6
leeds,47,62,0.801004,7
leeds,49,52,0.968656,5
leeds,45,59,1.089738,8
leeds,44,55,1.387786,9
leeds,64,57,0.847574,7
leeds,60,56,1.080424,9
leeds,71,54,1.285332,11
leeds,67,73,0.819632,9
leeds,65,66,0.9314,11
leeds,58,72,1.061796,12
leeds,70,74,1.16425,12
leeds,25,20,1.145622,4
leeds,24,19,1.369158,5
leeds,22,23,1.49024,4
leeds,27,21,1.546124,6
leeds,40,34,1.220134,5
leeds,42,35,1.331902,5
leeds,53,36,1.462298,3
leeds,77,86,0.903458,9
leeds,75,84,1.015226,11
leeds,76,85,1.182878,12
leeds,63,89,1.508868,21
leeds,26,18,0.922086,2
leeds,28,16,1.015226,4
leeds,31,17,1.173564,5
leeds,184,196,1.11768,3
leeds,163,205,1.378472,2
leeds,207,214,1.322588,2
leeds,169,209,1.015226,2
leeds,188,208,1.005912,2
leeds,148,176,1.639264,2
leeds,174,210,1.508868,3
leeds,151,197,0.940714,2
leeds,173,220,1.53681,3
leeds,156,185,1.620636,2
leeds,168,206,1.508868,2
leeds,160,221,1.67652,3
leeds,166,213,1.11768,2
leeds,159,201,1.49024,2
leeds,179,195,1.639264,2
leeds,194,199,1.574066,2
leeds,178,218,1.434356,2
leeds,149,211,1.126994,3
leeds,219,204,1.741718,2
leeds,223,216,1.760346,2
leeds,165,222,1.704462,3
leeds,323,329,0.587042,2
